week_ending,firebaseid,e7segment
2021-10-02,ji5XUaqtROUKbZ2sGU7QBgn2zSx1,2. Low Score
2021-10-02,BaZnTjU2G9Wge2ahGxbUBsNW1g22,2. Low Score
2021-10-02,aLGAP4V2e4WhCeSEAYd9X4qx6E43,2. Low Score
2021-10-02,r2eJH5cW64dFLL8w3ldfPgo8WMc2,2. Low Score
2021-10-02,N7OT2r6bUHOX4wXjuP4UFfKso7y1,2. Low Score
2021-10-02,WeYyIdtYcMRItYGc073rvks4d5V2,2. Low Score
2021-10-02,7fMIgh00xrZQWSUT4dTqgf3nmrx2,2. Low Score
2021-10-02,T7F9eOlSM2T3D0fX06ZlNSM6Rme2,2. Low Score
2021-10-02,8SNRdT9rIRSEcUAg83tcxaBapq22,2. Low Score
2021-10-02,7aONm1NYA6WJRUvq4aAOISw1BQ33,2. Low Score
2021-10-02,EkaGRVhsyiZ34tvXd1nlOXsMEHg1,2. Low Score
2021-10-02,vpplgIaHaAaqLK5m5h77Z2yLm6w2,2. Low Score
2021-10-02,LzNfmDaxwSa1Aejvu6WxGaI6g733,2. Low Score
2021-10-02,4NUr8X4RQTVm0fYRGbYpu5rGRd53,2. Low Score
2021-10-02,immbTpq4mmQ3TChvvoM2AJhYpB32,2. Low Score
2021-10-02,0xoXFS1fXwWEGUaKFmiMtEl0M253,2. Low Score
2021-10-02,V0k0rY1kG1e2DnEED7jOx79AeaX2,2. Low Score
2021-10-02,zK5gFqeGQxaJZT1EoZEshncnPAf1,2. Low Score
2021-10-02,rnZ4e0ZnO8aG07mddvnLaX47bcY2,2. Low Score
2021-10-02,zuz8a2393NgiFv6A7ZgqH0esKfj1,2. Low Score
2021-10-02,MGJkGzeEqObgKo5ATJjoDObvV9c2,2. Low Score
2021-10-02,TLSrGNfS9Ja8rSGfFCfcDUNrto93,2. Low Score
2021-10-02,gzaQUkywmUegSxMzVGTkKVj3yqy1,2. Low Score
2021-10-02,NKZ5YzpNOWg7WZVLROCkscqh4Xx2,2. Low Score
2021-10-02,VvrqKRZd7LMjis0b9Y5fBAzDcL63,2. Low Score
2021-10-02,7aRFReoaOeNw34dvsecGkQDpMV43,2. Low Score
2021-10-02,xWMZavGICqNlWe87Z11o35dHvAl1,2. Low Score
2021-10-02,szfHhFKXVgfFMyNKvdCCnogzIp82,2. Low Score
2021-10-02,Hc6kSXSCVQbgQ61bj1SrbQmvxEH2,2. Low Score
2021-10-02,sLRpgoF4nATnVHAupZie8gTaGsn1,2. Low Score
2021-10-02,9YCIxT44U6UO0HqSuR6zek5Xivx1,2. Low Score
2021-10-02,WXx5QJpisFZNIG6TPIN55FE3FOf2,2. Low Score
2021-10-02,lsFywRvFRFePQ5H4CgjsTq9uUKN2,2. Low Score
2021-10-02,X0E0pMbyjihr0g02FNTwEQzzM8J3,2. Low Score
2021-10-02,6WpC2EiBdfMRB3typRjc7zmS9q52,2. Low Score
2021-10-02,Wo99Z2MEjOQcHNfXh9P1mZfhxCq1,2. Low Score
2021-10-02,2ESxlQ8liia9dTG6yGJpe3fn9FO2,2. Low Score
2021-10-02,G03RAwXJx6gd3PTAqB20h51gL7F2,2. Low Score
2021-10-02,pLVAyTT1shhijN6whAcBIeml0QE3,2. Low Score
2021-10-02,c8ZLEO0x1iTz4zX7lXg3UWjfGdJ2,2. Low Score
2021-10-02,N3Q67NQecFPVSwtSnieNz3KwTFW2,2. Low Score
2021-10-02,3rV02EIw5sPn4EFgtvZ7PCTniom1,2. Low Score
2021-10-02,jEjAlyLFp7erUEF50ijXdu0Vit63,2. Low Score
2021-10-02,hbqy9AXGiTUh2B0dsHFdNixjuxC3,2. Low Score
2021-10-02,ePqZ0gFZJ2deSNG6EfLi16bt04B3,2. Low Score
2021-10-02,LIg8iDr91lcIMxPNZjCUKoIvLcs2,2. Low Score
2021-10-02,k5nrrSwTpiWASkdR5INfMHvnNyM2,2. Low Score
2021-10-02,sokwz2oeUQgikQjmhos9VLvkxAT2,2. Low Score
2021-10-02,mT84cvzj9ngnC1Cq0f1GAqEG6lp2,2. Low Score
2021-10-02,Dg7rv4MiElQBsCLXfsJyBHreh0s2,2. Low Score
2021-10-02,RSuiiciqOLendbBZCLF4sCucnhR2,2. Low Score
2021-10-02,5A0ci1UnB3ZL7UeoI3AlLvAfpmw1,2. Low Score
2021-10-02,Bh91BDcDRWe27PsqCR24mvM9CCa2,2. Low Score
2021-10-02,JYhI5fxW5QVypGxDAugySZ70fYI2,2. Low Score
2021-10-02,3DvuwquOWvcfVktulLhB6jgfUHR2,2. Low Score
2021-10-02,FOuoKrWFRKaukkK6DV07IVNRTe63,2. Low Score
2021-10-02,GFeoAfrahkZoDZSyNtYFQOgEg4o1,2. Low Score
2021-10-02,AO7KdnSK5zVdPeFS0T1psN0WUxj1,2. Low Score
2021-10-02,0X2CNTRt4QZYaHJgmNYgjRJ479B3,2. Low Score
2021-10-02,R7eGKIvtSdabyza6LVMIwmM4hX32,2. Low Score
2021-10-02,TMZP1COOuGYrpkLdqycwMLoDgWy1,2. Low Score
2021-10-02,p3XPklcbL6S5zTP4wKoV4h0it7D2,2. Low Score
2021-10-02,AeWl1ukkAQb7vixprlVBKKoNUcp1,2. Low Score
2021-10-02,gCFdFTzWmwYUK4nAdXBLcrfPpWx1,2. Low Score
2021-10-02,JBdrhHsUGLR9gFdw38hAM51rXiB3,2. Low Score
2021-10-02,e3HVGxFgjcNrB8VwbGQsW06Nav63,2. Low Score
2021-10-02,05RMlkyQ7wXnNHA1b4vxBHXnuMZ2,2. Low Score
2021-10-02,Ug2LmDYTffcLUA9ksR3h7GmLNlE3,2. Low Score
2021-10-02,E5uzjAsB3NPmCtmaiXFtCzAhgwx1,2. Low Score
2021-10-02,bTEq0IlFVtX6nE0sPF8OD0oVm1D3,2. Low Score
2021-10-02,uvZImOWGndOXyUPHf6JztrNHYZy1,2. Low Score
2021-10-02,AtUHLskYYOcGNntZl3981hxzE943,2. Low Score
2021-10-02,Lw4FxUiYGXTZ36D5dBhEQQR3Y4D3,2. Low Score
2021-10-02,D64T92QcmjOEqDz9w3iFKn2pqMC2,2. Low Score
2021-10-02,dmwkRXB8MkeSbrmGlxLspsa9hFx2,2. Low Score
2021-10-02,f6ccIwPjNVNFMNCLtLJMP5DB9kQ2,2. Low Score
2021-10-02,cSj2PKjh0cNzVn676qPbNgCS7VH3,2. Low Score
2021-10-02,EIS4T8a0IThVTx5mwPUMa6n16O73,2. Low Score
2021-10-02,4fehehfp6eTPd4wLIfecReCVOhE2,2. Low Score
2021-10-02,Q7avr6360xVqui8RrXpZorhpEvZ2,2. Low Score
2021-10-02,1Ii244obX3bUQroUE2Gfppev0OA2,2. Low Score
2021-10-02,cieWzXcmdUgD5uTqaLM0LsYsdkQ2,2. Low Score
2021-10-02,xl8KNWnxdVczdHqxQ3t0fTJihXf2,2. Low Score
2021-10-02,m7GxLsVUuzYssA5i9p3W5Tu8xKb2,2. Low Score
2021-10-02,LrFheixjCoezLP2XlOUyQbJIFP43,2. Low Score
2021-10-02,aZiudJKD1qfWExE2Rwu8BUEdPPl2,2. Low Score
2021-10-02,UkmmiElgc7WBpbAbg6y65k7za1y1,2. Low Score
2021-10-02,AJRuAkbQjOVfeEhivlGLgeZ42OF2,2. Low Score
2021-10-02,5Jwa4MrmJraLiE6LuOiyYptXbdW2,2. Low Score
2021-10-02,yqYOUDwF0xcMjhcNpzQ8n3Cw0k33,2. Low Score
2021-10-02,Ur6EnZkz0YfR7wxdPz46F0L9JK02,2. Low Score
2021-10-02,AIwSHSDIXzPgBJq5wxiVIBIBS1f2,2. Low Score
2021-10-02,6JeeKxB1yiW9gSeXJoKBpbUicXW2,2. Low Score
2021-10-02,9lRe0bg5vNN7WbigSH9Icp9zpp63,2. Low Score
2021-10-02,PhpTFBNj9vRfT3qCCwWwP5SJxUI2,2. Low Score
2021-10-02,vWQESgikYAXujS75BJ1xLYm5KdF3,2. Low Score
2021-10-02,rguAZu1JpLb4WR5abAIVLPFNDv73,2. Low Score
2021-10-02,KYX6kVhYL7QULUcvVsfLg6X6oW62,2. Low Score
2021-10-02,LDU7FJeqr3atLaxZYeMUKygusDI3,2. Low Score
2021-10-02,jLlnK5FIP4d8whhSlezDSFWz53E3,2. Low Score
2021-10-02,q4sRF1Nq6MOaEFNBQyiTCKB2tRQ2,2. Low Score
2021-10-02,jU1xCeNF3hfwdKLyH481MuZAKRR2,2. Low Score
2021-10-02,T85fF7oYTNXS2mVXs5jXKeBCHnf1,2. Low Score
2021-10-02,Kut0iD3pMrWHuhrJTZOXxLuwxO62,2. Low Score
2021-10-02,bLFI2nfYIYQ7TkiB5KRlN2dxbml1,2. Low Score
2021-10-02,UEPpju04OBMQfKWu1kEeBQ3H3bH3,2. Low Score
2021-10-02,DHwZQP1ISLOuDui8qzl7ILoptS82,2. Low Score
2021-10-02,1moDaVJGbfcsjmFiyUv1dHg6Fnk1,2. Low Score
2021-10-02,dw1sw2tij3O1TtBQrtothTluYlD2,2. Low Score
2021-10-02,RkTpSpaQxChqP2QEWx4F1gwuG5H3,2. Low Score
2021-10-02,7og8feqkHvTOKJcnvzD0fEeD8LC3,2. Low Score
2021-10-02,ZlWApTO8SQSSkQkJOKRTjf4MsYm1,2. Low Score
2021-10-02,87dMeBl4RKR4gdp9JTijKj1cn6x2,2. Low Score
2021-10-02,InIeUHIuqce6ZfQH77qiA4GzF3x2,2. Low Score
2021-10-02,O8arXZ3GHpM9rRAZF3K63zA2UH43,2. Low Score
2021-10-02,Elu0hLPAvFcQJXmYMpsu6YsGhbp1,2. Low Score
2021-10-02,BwCl3JYQ1RT6c9LC93QQOzugM3g1,2. Low Score
2021-10-02,Ozo8d6FsJFOgEbaVdro2wucGv2o2,2. Low Score
2021-10-02,UGFjVm3OsSNAG6GsO6RT1BjBQpg2,2. Low Score
2021-10-02,hPwlBVkTo6TybfW5t6zBzXqM0VC2,2. Low Score
2021-10-02,7sb8qOlsqRc9MImhVYZM3ciLF233,2. Low Score
2021-10-02,LtEMalMw9pd8z4hKOoHxZZHa2F83,2. Low Score
2021-10-02,gkKv0Kuqvub7hFRw3mlKICUa0o53,2. Low Score
2021-10-02,Ypor59RrlogTJaNzzZKQ4ZsQYoG3,2. Low Score
2021-10-02,hW17yVG5B7QqOAPeuQjEoIhVdRs1,2. Low Score
2021-10-02,TCJEFVNBhCMQbV40b6SuZYh24tl1,2. Low Score
2021-10-02,RwrCCIElItP9crB8bLJ6kD8Ck2g2,2. Low Score
2021-10-02,Z5jI5kQnwRcZU2zr7Vemgcijku53,2. Low Score
2021-10-02,vWkP9IuZFlYnz16ehp1n7LjrUcq2,2. Low Score
2021-10-02,vnASl369QPMiPPsj9KvhyYyGPDz2,2. Low Score
2021-10-02,ykaZypbndcSvxWtq419gYLsqBBx2,2. Low Score
2021-10-02,qzzwZzFafyZzdyuUOkuRlrYRMGV2,2. Low Score
2021-10-02,Q43Ocq3bmQafoLGgmvxwtzwQEax2,2. Low Score
2021-10-02,qPf9ExwqDBcRbkErV90fipScAgR2,2. Low Score
2021-10-02,uPA5Fa96HjP9OzjN6cPYmDffvt92,2. Low Score
2021-10-02,bjvhWgpH6yUhR1E3KquRY1wxbkb2,2. Low Score
2021-10-02,mqETmUTy7lhUCuY1BbpgyxGYMmv1,2. Low Score
2021-10-02,aFd1sFwUaBYGQqcPSs04cUB8S2A3,2. Low Score
2021-10-02,1kHDAv7nypaGrFIF2VDtjMyfvPX2,2. Low Score
2021-10-02,2VI6o0vsc5gQnnx4f7jIWmPMa7y1,2. Low Score
2021-10-02,WJm27E9sxdMNmGhy6OUXhKDS03q2,2. Low Score
2021-10-02,L9LNrQP6NneslHaRQM6NFllH1pX2,2. Low Score
2021-10-02,RNNgOBBwKIf4v5LMMIoK7ZD0KA02,2. Low Score
2021-10-02,eqzEnqLrg6etn6tsCMIeMq8raUV2,2. Low Score
2021-10-02,4d3ty4xfFyfn5igtc1fYPaoGBeq2,2. Low Score
2021-10-02,7YnEiFizBrRNWL8TBRFr3HTmNXx2,2. Low Score
2021-10-02,EeUK6b0gn7fIRZnTgsInKsAzCZ52,2. Low Score
2021-10-02,L1eDYf08UfZrTUtYEXrtvGaKC393,2. Low Score
2021-10-02,hkZdNOhGIPdGEWivVbQIkycPaOr1,2. Low Score
2021-10-02,jt3FYPYkJMXLAUIKxLZUrr5E3DY2,2. Low Score
2021-10-02,uQefGeUQfGOCpp2gKxIyIcc2aVE2,2. Low Score
2021-10-02,hT7teaMUQiXTcTxshd652kZk88H3,2. Low Score
2021-10-02,coLsnHsZFBMZkEV0Ern0f1NYhlS2,2. Low Score
2021-10-02,5Cb4JwtK9hVo5USNG8d8axmzuIM2,2. Low Score
2021-10-02,XkYz0CR0CTTdiJbiapRgA8Z7Kc72,2. Low Score
2021-10-02,kTyVqWAh87W2Hfy9FGec5f4HltC3,2. Low Score
2021-10-02,TwCmOwunPMZsGJcr7bPPn9qVImd2,2. Low Score
2021-10-02,Ws3wb2Pb9gTl7GzuWUDNFVD9HE12,2. Low Score
2021-10-02,Ni4wPkBYACbYA89gjkJlxA8l6HL2,2. Low Score
2021-10-02,53LPrurCFQX4v3BCZ145JLwqPrF3,2. Low Score
2021-10-02,CHwToYJvUuObvDdT1SE1kAa2xSN2,2. Low Score
2021-10-02,A3gqabhIzUawyXHgSk3rgmwkrBS2,2. Low Score
2021-10-02,vdBBpZzzCmeKLcDuXgDZOFKoc7x1,2. Low Score
2021-10-02,Co5g1ag7kpanNHx3izO9Mh3i4tN2,2. Low Score
2021-10-02,R516jCZROYZzaKt9AxwaPzV7YOu1,2. Low Score
2021-10-02,Q043jwPxfQfU0u9jpJjS0Bap70N2,2. Low Score
2021-10-02,hHqhYfQWDtXvUvU72CxHA859EF62,2. Low Score
2021-10-02,eK9a9TdHind1gtLVLVsjty0NLED3,2. Low Score
2021-10-02,2dDxgiD1XGeuDHNKG7Q72G11QgC2,2. Low Score
2021-10-02,LWSci9KEuEUk64qcLlgWXv7dVLp1,2. Low Score
2021-10-02,aYS2ZAM6dkUjbovOUkdwBVb6fHb2,2. Low Score
2021-10-02,Rnxv5EGo0NWCZkgiXhYJCZMYOy83,2. Low Score
2021-10-02,M68c5RRYrqPV5z2K9KIrbqtTf493,2. Low Score
2021-10-02,wXX8r5KpZBab2O5NHDBDCZMGoVF2,2. Low Score
2021-10-02,3lu8TckFTddt11FvD6RSTKXv1sd2,2. Low Score
2021-10-02,Kzfb9h5JcGPcbjqQ440nxuwi5Dc2,2. Low Score
2021-10-02,si9TUKKmhuQoxm7UZ4P6rYM5kJD3,2. Low Score
2021-10-02,rNbXskcH2rSlyBUrSkbJX6UUXkM2,2. Low Score
2021-10-02,L19JNyy5TXPnjOyy48uYlERMClj2,2. Low Score
2021-10-02,HQtOCb1FnxZbXSLcAuCCJlscnT22,2. Low Score
2021-10-02,icStwWGSlLOCO7hbsMjR31QRIjv1,2. Low Score
2021-10-02,Juuzetf3xHh1sjTL1GZZZDS5wHA2,2. Low Score
2021-10-02,Od36SRiqhOReQ3Y97w7ABXF67Tw1,2. Low Score
2021-10-02,LL8jsAoB2xfMJ7efvO90dQwP6Jk1,2. Low Score
2021-10-02,z7NgWpa9LbVPYqjDqjKr8lXRc6J3,2. Low Score
2021-10-02,rZxzKFxj8ET2fGaLaRPkJQiHgTq1,2. Low Score
2021-10-02,EKfo08xTUFe0FhZZbzxDYNt3HAw2,2. Low Score
2021-10-02,ETb04GIbHvO2g1Sfixc1ALBMWnx1,2. Low Score
2021-10-02,ZCT8FAOGsaZsg2qbsxogOmFKokE3,2. Low Score
2021-10-02,SMoK6EuDAfeRNHHrte9cCVhGkiI3,2. Low Score
2021-10-02,CZT0smRMgzZkWDvfoarbquJrpNp1,2. Low Score
2021-10-02,Bj0nWfbKGUfbJwquEnDxI0NVU082,2. Low Score
2021-10-02,Mb8d9IQ2aIg4QUInMAE9otkHCH52,2. Low Score
2021-10-02,IgFeOObBzlXCWWPmX2ws3e0ZedO2,2. Low Score
2021-10-02,zxdJHlMmNKbfNZ5IYNIlwkx6Uv22,2. Low Score
2021-10-02,hXxSCdfY9SXBCDZ3biL9F7af1Uo1,2. Low Score
2021-10-02,Ue14Mn560bfIdAUqHNVPAmJakNt2,2. Low Score
2021-10-02,rm90ODnpBcVYFeWFDeimsRrk67y1,2. Low Score
2021-10-02,PAK3JktgJLYJk4N2D8y8oi89P0r1,2. Low Score
2021-10-02,iOYXXURHtjYbEnRg1QuDOIawqTa2,2. Low Score
2021-10-02,J5nquk28ZdV5CRItu4BC4Nj3Wgk2,2. Low Score
2021-10-02,f7ER0yYtTmMlJA35i6POCdXdcn43,2. Low Score
2021-10-02,MYOcPFPptmbMfGKosR1LpvT6I5N2,2. Low Score
2021-10-02,2zSx8vhFRPfxPWnYtkFSk6UXUMr2,2. Low Score
2021-10-02,kHiFAG5kbBhb4dG5zNSUIpqsaIT2,2. Low Score
2021-10-02,HQLGn4GbNChPRalHWboiOd7Uxaf2,2. Low Score
2021-10-02,LzDyroaVsQNqoKpHGBh8koF423I3,2. Low Score
2021-10-02,LoT0ae4rEncMXyG8yQQphKpl48V2,2. Low Score
2021-10-02,cdvkse8DpeOOrq20yhCnjMoQYzk1,2. Low Score
2021-10-02,qZI6kzQOCAYC4Jos13RyH3gwm6D2,2. Low Score
2021-10-02,kEALpaGSaZPr3CfraXUnUm4hWv92,2. Low Score
2021-10-02,ZF7eO8Hf9hX1vrJLC0lJMWcV7sz2,2. Low Score
2021-10-02,Op1VlsJmJubhNmuKn1q8MtCrsUo1,2. Low Score
2021-10-02,C8OEUfefPBQQX6Y2S6TunEPWVZp1,2. Low Score
2021-10-02,mRp5dPEBQvMz7473EYVSAdztGkg2,2. Low Score
2021-10-02,63h6lEoF6nPGnmHZ9oHTBs1oZcn1,2. Low Score
2021-10-02,3Kn3KPGrXmTiUNWtrLwH4jsQKvN2,2. Low Score
2021-10-02,0GtgWSx8ZIebTNOahL1Kg2I8RFg1,2. Low Score
2021-10-02,ne4YgCyYUJe3tfwrep4IGSYVZUw2,2. Low Score
2021-10-02,pc6sQE8aEOPj1VjJzQkkLwoaIc63,2. Low Score
2021-10-02,TglkpBcIYPcurxG7gYpaC4uWHSH3,2. Low Score
2021-10-02,BisKt3TcCJSYZeXG8J8A3NamdF23,2. Low Score
2021-10-02,iMFNiE7QrChkdIluPbKMuWH5hKk1,2. Low Score
2021-10-02,niiUDpkcJ4eg5cltGq30LIkanyh1,2. Low Score
2021-10-02,tdwyoTSf5DTYfGXqPirLBBu9XiN2,2. Low Score
2021-10-02,6MFJWaajxmcVj6Zx43zSmdOKS5r1,2. Low Score
2021-10-02,lOMI2mqOboYviHAxqOkmGY82Ozz2,2. Low Score
2021-10-02,NqjVvV7awqNo4ddT9lHX1rsXT113,2. Low Score
2021-10-02,oD5lfkPkoQajPcO3ADFdFUpu2732,2. Low Score
2021-10-02,Ox0l42ViWxYYKv1N7jbVnNYdggo1,2. Low Score
2021-10-02,tJqFlaaciTWFJoaxVqLkzGQt01g1,2. Low Score
2021-10-02,LGK8XM9imfeXkgyRdupO0FOrZz42,2. Low Score
2021-10-02,G636RwWOLDTZBx95R0xjjRaZd9R2,2. Low Score
2021-10-02,6YyRwUaenfcvBKMpSbCaI5Yixp03,2. Low Score
2021-10-02,xpB7jybvjiOvfUOJqEiawI9pKKS2,2. Low Score
2021-10-02,4JfAak6YufOOsZRGLp9ctY8Xncf1,2. Low Score
2021-10-02,bGSsIECWILNMfRQYx7DMB3XPWGM2,2. Low Score
2021-10-02,GCZW7OhiPrWInx1n6urbO44P38s1,2. Low Score
2021-10-02,zCBVfmW3RQSbG0OTjrSxVtkUmE93,2. Low Score
2021-10-02,MtyT27AeSMhnnh0GZuXXntN7Y3G2,2. Low Score
2021-10-02,eeBTuw60MMTtkWuwqH49aKi1Dd63,2. Low Score
2021-10-02,kgyW7UkseweLh5v7CcXuI2lpr2l1,2. Low Score
2021-10-02,wnSP3PgdwmVaWft6CaQZsFzrtCS2,2. Low Score
2021-10-02,zmU8am53ASXb9Z4YRgQ3VGw8NB02,2. Low Score
2021-10-02,AVCy9u4SEcZfJFFCllZEsBPMn1l1,2. Low Score
2021-10-02,pR5SXK2AClbpDPSUoewDISmzfrO2,2. Low Score
2021-10-02,cv7jshjgByY03QC9fDIAB9ivMe02,2. Low Score
2021-10-02,qfQNDjAbdKY5vgqkDLdv9AaL0Gx1,2. Low Score
2021-10-02,CKQoQtzNKVS0ycxAIAp9WyS4OHt1,2. Low Score
2021-10-02,oJxrJnQazIaBljXiEVXBLbGZhdb2,2. Low Score
2021-10-02,1VCSdrhtIHSrQ8v5z9odSvOqqib2,2. Low Score
2021-10-02,QRIaX86FIVQ8v18PfEqa4T9mvws1,2. Low Score
2021-10-02,g1vj9KfmQVNda0gJiYEVxVZBHLo1,2. Low Score
2021-10-02,kHHCB1QpPNgZQJbfG4OO9rwUGku2,2. Low Score
2021-10-02,6qikEOTdr5NISNN9SfQg6CeCgh73,2. Low Score
2021-10-02,VDALJbdayNTy1BRoKKs1izRgWip1,2. Low Score
2021-10-02,IvVrPFrWZmchcViQM9vyDVmaqi13,2. Low Score
2021-10-02,gjFn75KyhSZVNLtIgUN9TGk2oPd2,2. Low Score
2021-10-02,K3Q4BI2LnGM0LLznkge01uskIWD2,2. Low Score
2021-10-02,WOoVVBTRYPSEjc46ta5xCBmOQuH3,2. Low Score
2021-10-02,2sT5FJTszyZvzq2LRaCgyF2vNtq2,2. Low Score
2021-10-02,5IQ8JrTHZzgnnve53oVvobCcb162,2. Low Score
2021-10-02,2U5YnuEkW0eoIXLHgp4E242c8ot1,2. Low Score
2021-10-02,BT4v4bR1H5P9P6Fe9sGwBaTGf7W2,2. Low Score
2021-10-02,HOPKJ01GkbSA8JOROCjvkuWkYng2,2. Low Score
2021-10-02,oOdwY6KEdFOvE43QVHI02VC3D1H3,2. Low Score
2021-10-02,SahdVEsZy9WllIifVMRs7oIfpzs2,2. Low Score
2021-10-02,NAbkXSX7ZLaQPNPqMYOsNiFRxln1,2. Low Score
2021-10-02,Ahrzv0lhkbR7A40KHsF1HWzrmoG2,2. Low Score
2021-10-02,sgwJx9DyKCOU6261hYOAKwlhQbx2,2. Low Score
2021-10-02,QAuYeZu3CTPhlxSn4H2zG2rf4i92,2. Low Score
2021-10-02,MwNapLH3vmWrPzQDpHHKzxAe3AD2,2. Low Score
2021-10-02,qy5j3PhvL8NIsINvGhiKRYL5NZA3,2. Low Score
2021-10-02,BuuxaxZEQsSx8dM74iRQFkPc5QP2,2. Low Score
2021-10-02,MjlREeMgnwcmpPqes9AyzmKxayk2,2. Low Score
2021-10-02,vjdgNNNhrbX9i6lQInum4IKkNzb2,2. Low Score
2021-10-02,BjCkZApFmJOgEz2Y3TeSHw0uors1,2. Low Score
2021-10-02,35goA3nCxOhWxolyfpI7v9mYygy2,2. Low Score
2021-10-02,BkrkmdZ7GZU4Cxekyt9bP7GUmkm2,2. Low Score
2021-10-02,WurFMxmEg6cRA5xviUDAbUss5kL2,2. Low Score
2021-10-02,ER4c532ePRdNZrl1uvrYbW7y3gr1,2. Low Score
2021-10-02,BqsiZDbRv2TwVe5UyZp9lC8O1eD3,2. Low Score
2021-10-02,SgJRQUr8yTNZ0H48Kj6yYrSHh4Q2,2. Low Score
2021-10-02,o46GKXptioSqJ6keSdk10EObIq73,2. Low Score
2021-10-02,U4kMobyod5Rm19APntZhWg1MlW03,2. Low Score
2021-10-02,4gzUOyL9CiUux4nhEPUO5McTRzD3,2. Low Score
2021-10-02,Go4J04qbRqRZBCb8gaa5DwrcGTA2,2. Low Score
2021-10-02,uc6JY6ozICUXwSdbhaYFOvLetfL2,2. Low Score
2021-10-02,MQN59lIUBpMdIzh4xKAq35mR5693,2. Low Score
2021-10-02,hrKsEE6ogmX7IOThCmN9eDa1uEm2,2. Low Score
2021-10-02,rzdcyEJvaLgbcbdG7iJjrVnytvJ3,2. Low Score
2021-10-02,NRDz2cN8z6dXZWORAglrTFXdecE3,2. Low Score
2021-10-02,N2ugUVIMhEYtnloeY0JlzFPBZEa2,2. Low Score
2021-10-02,viZdZBwrwNchzi0z20eBskGB52j2,2. Low Score
2021-10-02,Zv1Ev80a1DNBUsgB6f5MQl2VlQn2,2. Low Score
2021-10-02,lqreMjOfl5WrlaKeNmjTMnaP2Yz1,2. Low Score
2021-10-02,ZRyn4RMTlbXQ93xZVgn7UdqDjdp1,2. Low Score
2021-10-02,ts7VSXMrHGM1jmlFgZrMg1gXxTh1,2. Low Score
2021-10-02,tNvgwVFJWtgbLzqLOcYHzzpnrlU2,2. Low Score
2021-10-02,0ftQg3XeCIRgUDcGi6Iy5sEH6Mv1,2. Low Score
2021-10-02,SYhrFg9BkoT4uEp1WTyca70wT3f2,2. Low Score
2021-10-02,nhfgoUvTnuS7hLWMXPNWR43ZXeZ2,2. Low Score
2021-10-02,pEXoc5zKAhU1V45ovXrrBXTiifh1,2. Low Score
2021-10-02,ro6kVsxhYgMbePcV6NtNHnnohud2,2. Low Score
2021-10-02,1U7ouV1DLJWs6Qe1Q5yRenOM3t13,2. Low Score
2021-10-02,YNEpZAlWWmZscYhhENnX3VnDRIQ2,2. Low Score
2021-10-02,IdWsPTnfEiZ6zkbWstkRnd1OYQ43,2. Low Score
2021-10-02,X1Tky31WKHV91MrhYjpB47j7BMT2,2. Low Score
2021-10-02,kmSZjmp4VIbCRSqR5PtOy2H7BGa2,2. Low Score
2021-10-02,i1BmDeRkTaTihdnWwBxnQXqVRNH3,2. Low Score
2021-10-02,o6lfDuxeYTYMwwBKrd4GdDK9tmN2,2. Low Score
2021-10-02,FtIHuA9CZ5OHcCVAybOdzM3wRxi1,2. Low Score
2021-10-02,9BiGLUA9RbcA41oBtQGqPlUexMH2,2. Low Score
2021-10-02,Coe7RDNDM5XARTxjqPn9ubL61DD3,2. Low Score
2021-10-02,ALIBPtrODqfiHM2CwrYLtt3JpeF2,2. Low Score
2021-10-02,JGQh6BqDTXSMl81QmIAqKq0CpTm1,2. Low Score
2021-10-02,O8Ujh8Gy5rbpserLTnM9cpVvCnR2,2. Low Score
2021-10-02,JS4G50lEFVXYPBVdxqHyt8Js6ew2,2. Low Score
2021-10-02,CtVzzhFAPZTlHW2qBVvT51k54yz1,2. Low Score
2021-10-02,ih7S4NZeilROOnXw2PSjgDgX2Rz2,2. Low Score
2021-10-02,P8fqhI79IfULgqPB6W3B79Rfk8n1,2. Low Score
2021-10-02,KM0i0ABAlJRM9fRhDUYVlrAedPv2,2. Low Score
2021-10-02,tLYGRovn20QGkqvQcvw0qPcBbpv2,2. Low Score
2021-10-02,BcqaJk5n5OOjVJxJXMJpnuAHcCW2,2. Low Score
2021-10-02,m1LPMm1FSld9oGFHqUfRXQLwzCn2,2. Low Score
2021-10-02,UoXID8QAUEg532XpYyxYIiT9M4X2,2. Low Score
2021-10-02,UChQs7NdsJeSohbzbA2RtZXO4A02,2. Low Score
2021-10-02,1imxZtlwbYYJlfabJBLpvk1dIuN2,2. Low Score
2021-10-02,t1f7aYp1JqNxU7Hovj9lwesoOTl2,2. Low Score
2021-10-02,xCrd3ybl3Fe4zwZyK50f7YcBf2l1,2. Low Score
2021-10-02,Zy4PXAvmKteVvk1jWbhmt43YtoI3,2. Low Score
2021-10-02,wEhFLoA4TiM9xleRH40W38PwLiC3,2. Low Score
2021-10-02,tjXLkYaOW3bXUUjwIYvcfSoMbW53,2. Low Score
2021-10-02,1G1jhLD2KdbqiANEZiGu0I29Rs83,2. Low Score
2021-10-02,7E98RlUL2LRbeUD6EJDz9jNiCkt2,2. Low Score
2021-10-02,g60cLUcXtMTThvUE2lkH6zVZT6H2,2. Low Score
2021-10-02,tsOju7WKhdTmF2ikibGn66arwwg1,2. Low Score
